name,party,bill
"Hassan, Margaret Wood",D,115s1082
"Shaheen, Jeanne",D,115s1082
"Johnson, Ron",R,115s1083
"Rep. Hice, Jody B.",R,115s1083
"McCaskill, Claire",D,115s1083
"Grassley, Chuck",R,115s1083
"Toomey, Pat",R,115s1084
"Manchin, Joe, III",D,115s1084
"Lankford, James",R,115s1084
"Inhofe, James M.",R,115s1084
"Capito, Shelley Moore",R,115s1084
"Roberts, Pat",R,115s1084
"Rubio, Marco",R,115s1084
"Ernst, Joni",R,115s1084
"Donnelly, Joe",D,115s1084
"Blunt, Roy",R,115s1084
"Thune, John",R,115s1084
"Toomey, Pat",R,115s1085
"Blunt, Roy",R,115s1085
"Capito, Shelley Moore",R,115s1085
"Cornyn, John",R,115s1085
"Cotton, Tom",R,115s1085
"Cruz, Ted",R,115s1085
"Fischer, Deb",R,115s1085
"Hoeven, John",R,115s1085
"Johnson, Ron",R,115s1085
"Kennedy, John",R,115s1085
"Lankford, James",R,115s1085
"Lee, Mike",R,115s1085
"McCain, John",R,115s1085
"Moran, Jerry",R,115s1085
"Perdue, David",R,115s1085
"Portman, Rob",R,115s1085
"Risch, James E.",R,115s1085
"Tillis, Thom",R,115s1085
"Sullivan, Dan",R,115s1085
"Ernst, Joni",R,115s1085
"Rounds, Mike",R,115s1085
"Inhofe, James M.",R,115s1085
"Hatch, Orrin G.",R,115s1086
"Daines, Steve",R,115s1086
"Capito, Shelley Moore",R,115s1086
"Manchin, Joe, III",D,115s1086
"Moran, Jerry",R,115s1086
"Crapo, Mike",R,115s1086
"Tester, Jon",D,115s1086
"Baldwin, Tammy",D,115s1086
"Boozman, John",R,115s1086
"Hassan, Margaret Wood",D,115s1086
"King, Angus S., Jr.",I,115s1086
"Hoeven, John",R,115s1086
"Shaheen, Jeanne",D,115s1086
"Brown, Sherrod",D,115s1086
"Jones, Doug",D,115s1086
"Toomey, Pat",R,115s1087
"Blunt, Roy",R,115s1087
"Rounds, Mike",R,115s1087
"McCaskill, Claire",D,115s1088
"Lankford, James",R,115s1088
"Portman, Rob",R,115s1089
"Shaheen, Jeanne",D,115s1089
"Donnelly, Joe",D,115s1089
"Warren, Elizabeth",D,115s1089
"Wyden, Ron",D,115s1089
"Cassidy, Bill",R,115s1089
"Young, Todd C.",R,115s1089
"Boozman, John",R,115s1089
"Carper, Thomas R.",D,115s1089
"Grassley, Chuck",R,115s109
"Casey, Robert P., Jr.",D,115s109
"Brown, Sherrod",D,115s109
"Udall, Tom",D,115s109
"Hirono, Mazie K.",D,115s109
"Franken, Al",D,115s109
"Peters, Gary C.",D,115s109
"Klobuchar, Amy",D,115s109
"Coons, Christopher A.",D,115s109
"Donnelly, Joe",D,115s109
"Shaheen, Jeanne",D,115s109
"Capito, Shelley Moore",R,115s109
"Wicker, Roger F.",R,115s109
"Cochran, Thad",R,115s109
"Gardner, Cory",R,115s109
"Boozman, John",R,115s109
"Collins, Susan M.",R,115s109
"Hoeven, John",R,115s109
"Blunt, Roy",R,115s109
"Barrasso, John",R,115s109
"Thune, John",R,115s109
"Moran, Jerry",R,115s109
"Cotton, Tom",R,115s109
"Ernst, Joni",R,115s109
"Daines, Steve",R,115s109
"Scott, Tim",R,115s109
"Young, Todd C.",R,115s109
"Gillibrand, Kirsten E.",D,115s109
"King, Angus S., Jr.",I,115s109
"Heitkamp, Heidi",D,115s109
"Rounds, Mike",R,115s109
"Manchin, Joe, III",D,115s109
"Roberts, Pat",R,115s109
"Markey, Edward J.",D,115s109
"Stabenow, Debbie",D,115s109
"Cardin, Benjamin L.",D,115s109
"Nelson, Bill",D,115s109
"Strange, Luther",R,115s109
"Bennet, Michael F.",D,115s109
"Burr, Richard",R,115s109
"Tester, Jon",D,115s109
"Blumenthal, Richard",D,115s109
"Merkley, Jeff",D,115s109
"Kennedy, John",R,115s109
"Duckworth, Tammy",D,115s109
"Van Hollen, Chris",D,115s109
"Baldwin, Tammy",D,115s109
"Warren, Elizabeth",D,115s109
"Enzi, Michael B.",R,115s109
"Heinrich, Martin",D,115s109
"Cantwell, Maria",D,115s109
"Tillis, Thom",R,115s109
"Hassan, Margaret Wood",D,115s109
"Jones, Doug",D,115s109
"Hyde-Smith, Cindy",R,115s109
"Smith, Tina",D,115s109
"Crapo, Mike",R,115s1090
"Bennet, Michael F.",D,115s1090
"Risch, James E.",R,115s1090
"Gardner, Cory",R,115s1090
"Enzi, Michael B.",R,115s1090
"Tester, Jon",D,115s1090
"Roberts, Pat",R,115s1090
"Collins, Susan M.",R,115s1091
"Casey, Robert P., Jr.",D,115s1091
"Capito, Shelley Moore",R,115s1091
"Nelson, Bill",D,115s1091
"Warren, Elizabeth",D,115s1091
"Baldwin, Tammy",D,115s1091
"Manchin, Joe, III",D,115s1091
"Heitkamp, Heidi",D,115s1091
"Hassan, Margaret Wood",D,115s1091
"Brown, Sherrod",D,115s1091
"Smith, Tina",D,115s1091
"Young, Todd C.",R,115s1091
"Murkowski, Lisa",R,115s1091
"Scott, Tim",R,115s1091
"King, Angus S., Jr.",I,115s1091
"Alexander, Lamar",R,115s1091
"Shaheen, Jeanne",D,115s1091
"Enzi, Michael B.",R,115s1092
"Thune, John",R,115s1092
"Wyden, Ron",D,115s1092
"Daines, Steve",R,115s1092
"Heinrich, Martin",D,115s1092
"Risch, James E.",R,115s1092
"Manchin, Joe, III",D,115s1092
"Merkley, Jeff",D,115s1092
"Crapo, Mike",R,115s1092
"Udall, Tom",D,115s1092
"Lee, Mike",R,115s1092
"Baldwin, Tammy",D,115s1092
"Nelson, Bill",D,115s1092
"Franken, Al",D,115s1093
"Enzi, Michael B.",R,115s1093
"Roberts, Pat",R,115s1093
"Markey, Edward J.",D,115s1093
"Rubio, Marco",R,115s1094
"Gardner, Cory",R,115s1094
"Tester, Jon",D,115s1094
"Isakson, Johnny",R,115s1094
"Nelson, Bill",D,115s1094
"McCain, John",R,115s1094
"Shaheen, Jeanne",D,115s1094
"Moran, Jerry",R,115s1094
"Baldwin, Tammy",D,115s1094
"Heller, Dean",R,115s1094
"Flake, Jeff",R,115s1094
"Boozman, John",R,115s1094
"Cotton, Tom",R,115s1094
"Inhofe, James M.",R,115s1094
"Kennedy, John",R,115s1094
"Capito, Shelley Moore",R,115s1094
"Cochran, Thad",R,115s1094
"Sullivan, Dan",R,115s1094
"Cornyn, John",R,115s1094
"Cassidy, Bill",R,115s1094
"Perdue, David",R,115s1094
"Tillis, Thom",R,115s1094
"Wicker, Roger F.",R,115s1094
"Daines, Steve",R,115s1094
"Rounds, Mike",R,115s1094
"Enzi, Michael B.",R,115s1094
"Duckworth, Tammy",D,115s1094
"Blumenthal, Richard",D,115s1094
"King, Angus S., Jr.",I,115s1094
"Blunt, Roy",R,115s1094
"Hatch, Orrin G.",R,115s1094
"Donnelly, Joe",D,115s1094
"Collins, Susan M.",R,115s1094
"Ernst, Joni",R,115s1094
"Grassley, Chuck",R,115s1094
"Hoeven, John",R,115s1094
"Thune, John",R,115s1094
"Toomey, Pat",R,115s1094
"Roberts, Pat",R,115s1094
"Paul, Rand",R,115s1094
"Burr, Richard",R,115s1095
"Tillis, Thom",R,115s1095
"Blunt, Roy",R,115s1095
"Fischer, Deb",R,115s1096
"Booker, Cory A.",D,115s1096
"Daines, Steve",R,115s1097
"Flake, Jeff",R,115s1098
"Carper, Thomas R.",D,115s1099
"Grassley, Chuck",R,115s1099
"McCaskill, Claire",D,115s1099
"Tester, Jon",D,115s1099
"Duckworth, Tammy",D,115s1099
"Heller, Dean",R,115s11
"Cruz, Ted",R,115s11
"Rubio, Marco",R,115s11
"Cotton, Tom",R,115s11
"Inhofe, James M.",R,115s11
"Cornyn, John",R,115s11
"Toomey, Pat",R,115s11
"Hatch, Orrin G.",R,115s11
"Johnson, Ron",R,115s11
"Baldwin, Tammy",D,115s110
"Murkowski, Lisa",R,115s110
"Sullivan, Dan",R,115s110
"Booker, Cory A.",D,115s110
"Baldwin, Tammy",D,115s1100
"Cassidy, Bill",R,115s1100
"Casey, Robert P., Jr.",D,115s1101
"Heller, Dean",R,115s1101
"Shaheen, Jeanne",D,115s1101
"Harris, Kamala D.",D,115s1101
"Van Hollen, Chris",D,115s1101
"Hassan, Margaret Wood",D,115s1101
"King, Angus S., Jr.",I,115s1101
"Warren, Elizabeth",D,115s1101
"Blumenthal, Richard",D,115s1101
"Reed, Jack",D,115s1101
"Merkley, Jeff",D,115s1101
"Cortez Masto, Catherine",D,115s1101
"Menendez, Robert",D,115s1101
"Duckworth, Tammy",D,115s1101
"Gillibrand, Kirsten E.",D,115s1101
"Baldwin, Tammy",D,115s1101
"Smith, Tina",D,115s1101
"Kaine, Tim",D,115s1101
"Brown, Sherrod",D,115s1101
"Durbin, Richard J.",D,115s1101
"Stabenow, Debbie",D,115s1101
"Cardin, Benjamin L.",D,115s1101
"Sanders, Bernard",I,115s1101
"Whitehouse, Sheldon",D,115s1101
"Peters, Gary C.",D,115s1101
"Coons, Christopher A.",D,115s1101
"Markey, Edward J.",D,115s1101
"Leahy, Patrick J.",D,115s1101
"Markey, Edward J.",D,115s1102
"Whitehouse, Sheldon",D,115s1102
"Merkley, Jeff",D,115s1102
"Warren, Elizabeth",D,115s1102
"Reed, Jack",D,115s1102
"Booker, Cory A.",D,115s1102
"Brown, Sherrod",D,115s1102
"Johnson, Ron",R,115s1103
"McCaskill, Claire",D,115s1103
"Manchin, Joe, III",D,115s1104
"Wicker, Roger F.",R,115s1104
"Schatz, Brian",D,115s1104
"Fischer, Deb",R,115s1104
"Klobuchar, Amy",D,115s1104
"Peters, Gary C.",D,115s1104
"Moran, Jerry",R,115s1104
"Barrasso, John",R,115s1104
"Sullivan, Dan",R,115s1104
"Manchin, Joe, III",D,115s1105
"Capito, Shelley Moore",R,115s1105
"Brown, Sherrod",D,115s1105
"Casey, Robert P., Jr.",D,115s1105
"Warner, Mark R.",D,115s1105
"Franken, Al",D,115s1105
"McCaskill, Claire",D,115s1105
"Nelson, Bill",D,115s1105
"Warren, Elizabeth",D,115s1105
"Murray, Patty",D,115s1105
"Kaine, Tim",D,115s1105
"Donnelly, Joe",D,115s1105
"Heitkamp, Heidi",D,115s1105
"Portman, Rob",R,115s1105
"Whitehouse, Sheldon",D,115s1105
"Durbin, Richard J.",D,115s1105
"Heinrich, Martin",D,115s1105
"Burr, Richard",R,115s1105
"Sanders, Bernard",I,115s1105
"Booker, Cory A.",D,115s1105
"Duckworth, Tammy",D,115s1105
"Wyden, Ron",D,115s1105
"Merkley, Jeff",D,115s1106
"Capito, Shelley Moore",R,115s1106
"Wyden, Ron",D,115s1106
"Sanders, Bernard",I,115s1106
"Collins, Susan M.",R,115s1106
"Bennet, Michael F.",D,115s1106
"Hassan, Margaret Wood",D,115s1106
"Shaheen, Jeanne",D,115s1106
"Coons, Christopher A.",D,115s1107
"Grassley, Chuck",R,115s1107
"Stabenow, Debbie",D,115s1107
"Rubio, Marco",R,115s1107
"Nelson, Bill",D,115s1107
"Carper, Thomas R.",D,115s1107
"Cortez Masto, Catherine",D,115s1107
"Hatch, Orrin G.",R,115s1107
"Burr, Richard",R,115s1107
"Tester, Jon",D,115s1108
"Boozman, John",R,115s1108
"Blumenthal, Richard",D,115s1108
"Moran, Jerry",R,115s1108
"Udall, Tom",D,115s1108
"Carper, Thomas R.",D,115s1108
"Gardner, Cory",R,115s1108
"Murphy, Christopher",D,115s1108
"Casey, Robert P., Jr.",D,115s1108
"Merkley, Jeff",D,115s1109
"Burr, Richard",R,115s1109
"Baldwin, Tammy",D,115s1109
"Collins, Susan M.",R,115s1109
"Gillibrand, Kirsten E.",D,115s1109
"Klobuchar, Amy",D,115s1109
"Duckworth, Tammy",D,115s1109
"Wyden, Ron",D,115s1109
"Tester, Jon",D,115s1109
"Shaheen, Jeanne",D,115s1109
"Coons, Christopher A.",D,115s1109
"Blumenthal, Richard",D,115s1109
"Casey, Robert P., Jr.",D,115s1109
"Brown, Sherrod",D,115s1109
"Jones, Doug",D,115s1109
"Stabenow, Debbie",D,115s1109
"Whitehouse, Sheldon",D,115s1109
"Harris, Kamala D.",D,115s1109
"Leahy, Patrick J.",D,115s1109
"Heller, Dean",R,115s111
"Hirono, Mazie K.",D,115s111
"Duckworth, Tammy",D,115s1110
"Fischer, Deb",R,115s1110
"McCaskill, Claire",D,115s1110
"Blumenthal, Richard",D,115s1110
"Leahy, Patrick J.",D,115s1110
"Shaheen, Jeanne",D,115s1110
"Sanders, Bernard",I,115s1110
"Klobuchar, Amy",D,115s1110
"Harris, Kamala D.",D,115s1110
"Merkley, Jeff",D,115s1110
"Coons, Christopher A.",D,115s1110
"Cardin, Benjamin L.",D,115s1110
"Franken, Al",D,115s1110
"Cortez Masto, Catherine",D,115s1110
"Shaheen, Jeanne",D,115s1111
"Heitkamp, Heidi",D,115s1112
"Capito, Shelley Moore",R,115s1112
"Booker, Cory A.",D,115s1112
"Gillibrand, Kirsten E.",D,115s1112
"Hassan, Margaret Wood",D,115s1112
"Brown, Sherrod",D,115s1112
"Duckworth, Tammy",D,115s1112
"Bennet, Michael F.",D,115s1112
"Coons, Christopher A.",D,115s1112
"Van Hollen, Chris",D,115s1112
"Blumenthal, Richard",D,115s1112
"Cantwell, Maria",D,115s1112
"Warren, Elizabeth",D,115s1112
"Manchin, Joe, III",D,115s1112
"Reed, Jack",D,115s1112
"Collins, Susan M.",R,115s1112
"Tester, Jon",D,115s1112
"Klobuchar, Amy",D,115s1112
"Baldwin, Tammy",D,115s1112
"Whitehouse, Sheldon",D,115s1112
"Smith, Tina",D,115s1112
"Jones, Doug",D,115s1112
"Feinstein, Dianne",D,115s1112
"Carper, Thomas R.",D,115s1112
"Markey, Edward J.",D,115s1112
"Nelson, Bill",D,115s1112
"Stabenow, Debbie",D,115s1112
"Shaheen, Jeanne",D,115s1112
"Cassidy, Bill",R,115s1112
"Cortez Masto, Catherine",D,115s1112
"Casey, Robert P., Jr.",D,115s1112
"Durbin, Richard J.",D,115s1112
"Menendez, Robert",D,115s1112
"Merkley, Jeff",D,115s1112
"Murphy, Christopher",D,115s1112
"Murkowski, Lisa",R,115s1112
"Murray, Patty",D,115s1112
"Peters, Gary C.",D,115s1112
"Heller, Dean",R,115s1112
"Hirono, Mazie K.",D,115s1112
"McCaskill, Claire",D,115s1112
"Harris, Kamala D.",D,115s1112
"King, Angus S., Jr.",I,115s1112
"Feinstein, Dianne",D,115s1113
"Collins, Susan M.",R,115s1113
"Klobuchar, Amy",D,115s1113
"Bennet, Michael F.",D,115s1113
"Udall, Tom",D,115s1113
"Hirono, Mazie K.",D,115s1113
"Coons, Christopher A.",D,115s1113
"Leahy, Patrick J.",D,115s1113
"Capito, Shelley Moore",R,115s1113
"Cardin, Benjamin L.",D,115s1113
"Gillibrand, Kirsten E.",D,115s1113
"Harris, Kamala D.",D,115s1113
"Blumenthal, Richard",D,115s1113
"Hassan, Margaret Wood",D,115s1113
"Whitehouse, Sheldon",D,115s1113
"Shaheen, Jeanne",D,115s1113
"King, Angus S., Jr.",I,115s1113
"Feinstein, Dianne",D,115s1114
"Murray, Patty",D,115s1114
"Wyden, Ron",D,115s1114
"Franken, Al",D,115s1114
"Markey, Edward J.",D,115s1114
"Gillibrand, Kirsten E.",D,115s1114
"Whitehouse, Sheldon",D,115s1114
"Harris, Kamala D.",D,115s1114
"Baldwin, Tammy",D,115s1114
"Booker, Cory A.",D,115s1114
"Shaheen, Jeanne",D,115s1114
"Hirono, Mazie K.",D,115s1114
"Coons, Christopher A.",D,115s1114
"Bennet, Michael F.",D,115s1114
"Merkley, Jeff",D,115s1114
"Hassan, Margaret Wood",D,115s1114
"Reed, Jack",D,115s1114
"Blumenthal, Richard",D,115s1114
"Durbin, Richard J.",D,115s1114
"Leahy, Patrick J.",D,115s1114
"Warren, Elizabeth",D,115s1114
"Schatz, Brian",D,115s1114
"Cardin, Benjamin L.",D,115s1114
"Collins, Susan M.",R,115s1115
"McCaskill, Claire",D,115s1115
"Cotton, Tom",R,115s1115
"Franken, Al",D,115s1115
"Hoeven, John",R,115s1116
"McCain, John",R,115s1116
"Toomey, Pat",R,115s1117
"Manchin, Joe, III",D,115s1117
"Rounds, Mike",R,115s1117
"Menendez, Robert",D,115s1117
"Peters, Gary C.",D,115s1117
"Rubio, Marco",R,115s1118
"Cardin, Benjamin L.",D,115s1118
"Gardner, Cory",R,115s1118
"Menendez, Robert",D,115s1118
"Cruz, Ted",R,115s1118
"Hatch, Orrin G.",R,115s1118
"Coons, Christopher A.",D,115s1118
"Fischer, Deb",R,115s1119
"Heller, Dean",R,115s112
"Murray, Patty",D,115s112
"Blumenthal, Richard",D,115s112
"Tester, Jon",D,115s112
"Bennet, Michael F.",D,115s112
"Blumenthal, Richard",D,115s1120
"Hatch, Orrin G.",R,115s1121
"Warren, Elizabeth",D,115s1121
"Cassidy, Bill",R,115s1121
"Whitehouse, Sheldon",D,115s1121
"Ernst, Joni",R,115s1121
"Graham, Lindsey",R,115s1121
"Hassan, Margaret Wood",D,115s1121
"Kaine, Tim",D,115s1121
"Cornyn, John",R,115s1121
"Durbin, Richard J.",D,115s1121
"Roberts, Pat",R,115s1121
"Tillis, Thom",R,115s1121
"Baldwin, Tammy",D,115s1121
"Jones, Doug",D,115s1121
"Scott, Tim",R,115s1121
"Murphy, Christopher",D,115s1121
"Murray, Patty",D,115s1122
"Blumenthal, Richard",D,115s1122
"Brown, Sherrod",D,115s1122
"Gillibrand, Kirsten E.",D,115s1122
"Warren, Elizabeth",D,115s1122
"Franken, Al",D,115s1122
"Hassan, Margaret Wood",D,115s1122
"Casey, Robert P., Jr.",D,115s1122
"Murphy, Christopher",D,115s1122
"Van Hollen, Chris",D,115s1122
"Stabenow, Debbie",D,115s1122
"Cortez Masto, Catherine",D,115s1122
"Merkley, Jeff",D,115s1122
"Feinstein, Dianne",D,115s1122
"Booker, Cory A.",D,115s1122
"Harris, Kamala D.",D,115s1122
"Shaheen, Jeanne",D,115s1123
"Hassan, Margaret Wood",D,115s1123
"Hatch, Orrin G.",R,115s1124
"Coons, Christopher A.",D,115s1124
"Cornyn, John",R,115s1124
"Klobuchar, Amy",D,115s1124
"Boozman, John",R,115s1124
"Cochran, Thad",R,115s1124
"Shaheen, Jeanne",D,115s1124
"Kaine, Tim",D,115s1125
"Tester, Jon",D,115s1125
"Strange, Luther",R,115s1126
"Perdue, David",R,115s1126
"Johnson, Ron",R,115s1126
"Paul, Rand",R,115s1127
"Leahy, Patrick J.",D,115s1127
"Merkley, Jeff",D,115s1127
"Warren, Elizabeth",D,115s1127
"Harris, Kamala D.",D,115s1127
"Peters, Gary C.",D,115s1128
"Collins, Susan M.",R,115s1128
"Sullivan, Dan",R,115s1129
"Thune, John",R,115s1129
"Nelson, Bill",D,115s1129
"Murkowski, Lisa",R,115s1129
"Heller, Dean",R,115s113
"Tester, Jon",D,115s113
"Grassley, Chuck",R,115s1130
"Klobuchar, Amy",D,115s1130
"Gardner, Cory",R,115s1130
"King, Angus S., Jr.",I,115s1130
"Collins, Susan M.",R,115s1130
"Baldwin, Tammy",D,115s1131
"McCain, John",R,115s1131
"Cassidy, Bill",R,115s1132
"Klobuchar, Amy",D,115s1132
"King, Angus S., Jr.",I,115s1132
"Coons, Christopher A.",D,115s1132
"Murkowski, Lisa",R,115s1132
"Tester, Jon",D,115s1132
"Kennedy, John",R,115s1132
"Blumenthal, Richard",D,115s1132
"Peters, Gary C.",D,115s1132
"Shaheen, Jeanne",D,115s1132
"Wicker, Roger F.",R,115s1132
"Markey, Edward J.",D,115s1132
"Lankford, James",R,115s1133
"Barrasso, John",R,115s1133
"Cornyn, John",R,115s1133
"Boozman, John",R,115s1133
"Cassidy, Bill",R,115s1133
"Cotton, Tom",R,115s1133
"Crapo, Mike",R,115s1133
"Inhofe, James M.",R,115s1133
"Tillis, Thom",R,115s1133
"Young, Todd C.",R,115s1133
"Cruz, Ted",R,115s1133
"Cornyn, John",R,115s1134
"Cruz, Ted",R,115s1134
"Tillis, Thom",R,115s1134
"Blunt, Roy",R,115s1134
"Boozman, John",R,115s1134
"Capito, Shelley Moore",R,115s1134
"Daines, Steve",R,115s1134
"Fischer, Deb",R,115s1134
"Heller, Dean",R,115s1134
"Perdue, David",R,115s1134
"Portman, Rob",R,115s1134
"Rubio, Marco",R,115s1134
"Sullivan, Dan",R,115s1134
"Strange, Luther",R,115s1134
"Cassidy, Bill",R,115s1134
"Barrasso, John",R,115s1134
"Warren, Elizabeth",D,115s1135
"Hirono, Mazie K.",D,115s1135
"Brown, Sherrod",D,115s1135
"Murphy, Christopher",D,115s1135
"Durbin, Richard J.",D,115s1135
"Duckworth, Tammy",D,115s1135
"Hirono, Mazie K.",D,115s1136
"Murray, Patty",D,115s1136
"Reed, Jack",D,115s1136
"Whitehouse, Sheldon",D,115s1136
"Warren, Elizabeth",D,115s1136
"Schatz, Brian",D,115s1136
"Franken, Al",D,115s1136
"Wyden, Ron",D,115s1136
"Gillibrand, Kirsten E.",D,115s1136
"Cantwell, Maria",D,115s1136
"Durbin, Richard J.",D,115s1136
"Harris, Kamala D.",D,115s1136
"Cardin, Benjamin L.",D,115s1137
"Boozman, John",R,115s1137
"Inhofe, James M.",R,115s1137
"Duckworth, Tammy",D,115s1137
"Tester, Jon",D,115s1138
"Tester, Jon",D,115s1139
"Moran, Jerry",R,115s1139
"Heitkamp, Heidi",D,115s1139
"McCaskill, Claire",D,115s1139
"Heller, Dean",R,115s114
"Casey, Robert P., Jr.",D,115s114
"King, Angus S., Jr.",I,115s114
"Collins, Susan M.",R,115s114
"Booker, Cory A.",D,115s1140
"Udall, Tom",D,115s1140
"Shaheen, Jeanne",D,115s1141
"Capito, Shelley Moore",R,115s1141
"Rubio, Marco",R,115s1141
"Coons, Christopher A.",D,115s1141
"Cardin, Benjamin L.",D,115s1141
"Cassidy, Bill",R,115s1142
"Murkowski, Lisa",R,115s1142
"Kennedy, John",R,115s1142
"Murray, Patty",D,115s1143
"Blumenthal, Richard",D,115s1143
"Booker, Cory A.",D,115s1143
"Duckworth, Tammy",D,115s1143
"Franken, Al",D,115s1143
"Gillibrand, Kirsten E.",D,115s1143
"Hassan, Margaret Wood",D,115s1143
"Hirono, Mazie K.",D,115s1143
"Markey, Edward J.",D,115s1143
"Menendez, Robert",D,115s1143
"Merkley, Jeff",D,115s1143
"Shaheen, Jeanne",D,115s1143
"Warren, Elizabeth",D,115s1143
"Wyden, Ron",D,115s1143
"Cortez Masto, Catherine",D,115s1143
"Durbin, Richard J.",D,115s1143
"Baldwin, Tammy",D,115s1143
"Collins, Susan M.",R,115s1143
"Sanders, Bernard",I,115s1143
"Carper, Thomas R.",D,115s1143
"Cantwell, Maria",D,115s1143
"Donnelly, Joe",D,115s1143
"Cardin, Benjamin L.",D,115s1143
"Harris, Kamala D.",D,115s1143
"Thune, John",R,115s1144
"Roberts, Pat",R,115s1144
"Hoeven, John",R,115s1144
"Warren, Elizabeth",D,115s1145
"Lankford, James",R,115s1145
"Shaheen, Jeanne",D,115s1146
"Tester, Jon",D,115s1146
"McCaskill, Claire",D,115s1146
"Baldwin, Tammy",D,115s1146
"King, Angus S., Jr.",I,115s1146
"Klobuchar, Amy",D,115s1146
"Kaine, Tim",D,115s1146
"Duckworth, Tammy",D,115s1146
"Cortez Masto, Catherine",D,115s1146
"Stabenow, Debbie",D,115s1146
"Murray, Patty",D,115s1146
"Carper, Thomas R.",D,115s1146
"Menendez, Robert",D,115s1147
"Brown, Sherrod",D,115s1148
"Capito, Shelley Moore",R,115s1148
"King, Angus S., Jr.",I,115s1148
"Portman, Rob",R,115s1148
"Manchin, Joe, III",D,115s1148
"Murkowski, Lisa",R,115s1149
"Heller, Dean",R,115s115
"Cornyn, John",R,115s115
"Kennedy, John",R,115s1150
"Ernst, Joni",R,115s1151
"Bennet, Michael F.",D,115s1151
"Capito, Shelley Moore",R,115s1151
"Warren, Elizabeth",D,115s1151
"Baldwin, Tammy",D,115s1151
"Tester, Jon",D,115s1151
"King, Angus S., Jr.",I,115s1151
"Coons, Christopher A.",D,115s1151
"Nelson, Bill",D,115s1151
"Blumenthal, Richard",D,115s1151
"Merkley, Jeff",D,115s1152
"Paul, Rand",R,115s1152
"Bennet, Michael F.",D,115s1152
"Wyden, Ron",D,115s1152
"Warren, Elizabeth",D,115s1152
"Murray, Patty",D,115s1152
"Cortez Masto, Catherine",D,115s1152
"Schatz, Brian",D,115s1152
"Gardner, Cory",R,115s1152
"Murkowski, Lisa",R,115s1152
"Sanders, Bernard",I,115s1152
"Franken, Al",D,115s1152
"Hirono, Mazie K.",D,115s1152
"Harris, Kamala D.",D,115s1152
"Markey, Edward J.",D,115s1152
"Sullivan, Dan",R,115s1152
"Heitkamp, Heidi",D,115s1152
"Menendez, Robert",D,115s1152
"Duckworth, Tammy",D,115s1152
"Booker, Cory A.",D,115s1152
"Leahy, Patrick J.",D,115s1152
"Baldwin, Tammy",D,115s1153
"Moran, Jerry",R,115s1153
"Blunt, Roy",R,115s1154
"Gillibrand, Kirsten E.",D,115s1154
"Blumenthal, Richard",D,115s1154
"Burr, Richard",R,115s1154
"Cochran, Thad",R,115s1154
"Hirono, Mazie K.",D,115s1154
"Moran, Jerry",R,115s1154
"Wicker, Roger F.",R,115s1154
"Baldwin, Tammy",D,115s1155
"Reed, Jack",D,115s1155
"Kaine, Tim",D,115s1155
"Brown, Sherrod",D,115s1155
"Sanders, Bernard",I,115s1155
"Casey, Robert P., Jr.",D,115s1155
"Duckworth, Tammy",D,115s1155
"Kaine, Tim",D,115s1156
"Warner, Mark R.",D,115s1156
"Schatz, Brian",D,115s1157
"Johnson, Ron",R,115s1157
"Gardner, Cory",R,115s1157
"Klobuchar, Amy",D,115s1157
"Cardin, Benjamin L.",D,115s1158
"Young, Todd C.",R,115s1158
"Tillis, Thom",R,115s1158
"Durbin, Richard J.",D,115s1158
"Rubio, Marco",R,115s1158
"Menendez, Robert",D,115s1158
"Murkowski, Lisa",R,115s1158
"Blumenthal, Richard",D,115s1158
"Warren, Elizabeth",D,115s1158
"Whitehouse, Sheldon",D,115s1158
"Gillibrand, Kirsten E.",D,115s1158
"Klobuchar, Amy",D,115s1158
"Shaheen, Jeanne",D,115s1158
"Franken, Al",D,115s1158
"Peters, Gary C.",D,115s1158
"Coons, Christopher A.",D,115s1158
"Stabenow, Debbie",D,115s1158
"Booker, Cory A.",D,115s1158
"Markey, Edward J.",D,115s1158
"Brown, Sherrod",D,115s1158
"Baldwin, Tammy",D,115s1158
"Wyden, Ron",D,115s1158
"Merkley, Jeff",D,115s1158
"Casey, Robert P., Jr.",D,115s1158
"Bennet, Michael F.",D,115s1158
"Collins, Susan M.",R,115s1158
"Van Hollen, Chris",D,115s1158
"Feinstein, Dianne",D,115s1158
"Murphy, Christopher",D,115s1158
"Nelson, Bill",D,115s1158
"Reed, Jack",D,115s1158
"King, Angus S., Jr.",I,115s1158
"Boozman, John",R,115s1158
"Schumer, Charles E.",D,115s1158
"Harris, Kamala D.",D,115s1158
"Blunt, Roy",R,115s1159
"Blumenthal, Richard",D,115s1159
"Roberts, Pat",R,115s1159
"Moran, Jerry",R,115s1159
"Heller, Dean",R,115s116
"Tester, Jon",D,115s116
"Coons, Christopher A.",D,115s116
"Peters, Gary C.",D,115s116
"Van Hollen, Chris",D,115s116
"Nelson, Bill",D,115s116
"Hirono, Mazie K.",D,115s116
"Casey, Robert P., Jr.",D,115s116
"Duckworth, Tammy",D,115s116
"Duckworth, Tammy",D,115s1160
"Durbin, Richard J.",D,115s1160
"Duckworth, Tammy",D,115s1161
"Collins, Susan M.",R,115s1161
"Blumenthal, Richard",D,115s1161
"Baldwin, Tammy",D,115s1161
"Stabenow, Debbie",D,115s1161
"Hassan, Margaret Wood",D,115s1161
